ID	Comunal	words	sents	numbers	unknowns	punctuation
C101.335	NCOM	3	1	0	0	0
C100.20	NCOM	12	2	0	0	1
C95.33	NCOM	41	2	2	0	8
C101.533	NCOM	18	1	0	0	2
C101.750	NCOM	12	1	0	0	1
C10.64.1	NCOM	3	1	0	0	0
C101.825.1	NCOM	1	1	0	0	0
C101.193	NCOM	8	1	0	0	0
C12.62	NCOM	2	1	0	0	0
C115.137	NCOM	27	7	0	0	6
C130.157	NCOM	13	4	0	3	9
C115.84	COM	104	2	0	0	19
C101.110	NCOM	19	1	3	0	0
C95.71	NCOM	14	1	0	2	1
C101.757	NCOM	4	1	0	0	0
C115.172	COM	13	1	1	0	1
C101.423	NCOM	10	1	0	0	1
C101.263	NCOM	25	1	0	0	0
C12.88	NCOM	6	1	0	0	0
C95.361	NCOM	8	2	0	0	1
C95.227	NCOM	4	1	0	0	0
C130.168	NCOM	42	1	0	0	19
C95.53	NCOM	10	1	0	0	1
C130.150	NCOM	2	1	0	0	0
C101.537	NCOM	7	1	0	0	0
C101.872	NCOM	44	3	0	0	7
C12.19	NCOM	1	1	0	0	0
C108.83.1	COM	14	2	0	0	2
C101.420	NCOM	77	4	0	0	6
C10.19	NCOM	2	1	0	0	0
C101.941.5	NCOM	4	1	0	0	0
C33.1.1	NCOM	2	1	0	0	0
C105.13	NCOM	6	1	0	0	1
C95.229	NCOM	8	1	0	0	0
C101.617.1	NCOM	23	1	0	0	0
C101.895.3	NCOM	19	1	0	0	1
C101.821	NCOM	24	1	0	0	2
C10.5	NCOM	44	1	1	9	0
C95.8	NCOM	26	1	0	0	1
C115.211	NCOM	9	2	0	0	2
C12.141	COM	4	1	0	0	0
C101.11	NCOM	16	1	0	0	1
C101.144	NCOM	9	1	0	0	0
C108.69	COM	21	1	0	5	0
C101.929	NCOM	31	1	2	0	1
C101.277	NCOM	20	1	0	0	0
C101.534	NCOM	37	2	0	0	1
C95.204	NCOM	22	1	0	0	4
C101.901	NCOM	5	1	0	0	0
C95.434.1	NCOM	22	1	0	0	0
C101.22	NCOM	6	1	0	0	0
C101.891	NCOM	25	3	0	0	2
C101.53	NCOM	2	1	0	0	0
C95.326.1	NCOM	16	1	0	0	1
C95.220.1	NCOM	25	1	0	0	1
C12.98	NCOM	24	1	0	0	0
C101.720	NCOM	21	4	0	0	4
C101.330	NCOM	5	1	0	0	0
C108.121	COM	5	2	0	1	2
C101.686	NCOM	12	1	0	0	0
C105.7	COM	9	1	0	0	0
C101.123	NCOM	0	1	0	13	0
C101.221	NCOM	3	1	0	0	0
C101.719.3	NCOM	1	1	0	0	0
C101.626	NCOM	3	1	0	0	0
C101.89	NCOM	18	1	0	0	0
C101.484	NCOM	7	1	0	0	1
C130.160	NCOM	8	2	0	1	4
C95.465.4	NCOM	1	1	0	0	0
C95.7	NCOM	6	1	1	0	0
C101.771	NCOM	35	2	0	0	3
C95.335	NCOM	9	1	0	0	2
C101.57	NCOM	4	1	0	0	0
C101.671	NCOM	21	3	0	0	2
C115.153	NCOM	29	1	0	0	3
C95.123	NCOM	7	1	0	1	0
C101.910	NCOM	22	1	2	0	0
C106.33	NCOM	1	1	0	0	0
C101.865	NCOM	9	1	0	0	1
C95.171	NCOM	5	1	0	0	0
C101.677	NCOM	8	2	0	3	1
C101.262	NCOM	15	1	1	0	0
C101.129	NCOM	17	2	0	0	5
C105.31	NCOM	4	1	0	0	0
C106.39	NCOM	15	1	0	0	2
C108.127	NCOM	11	3	1	0	3
C101.542	NCOM	4	1	0	1	0
C101.334	NCOM	3	1	0	0	1
C95.321	NCOM	11	1	0	0	1
C95.243	NCOM	17	2	0	4	5
C95.97	NCOM	22	2	0	0	5
C130.126	NCOM	17	1	0	0	0
C95.344	NCOM	11	1	0	0	0
C101.500	NCOM	3	1	0	0	0
C108.89	COM	6	1	0	0	0
C101.904.5	NCOM	5	1	0	0	0
C130.137	NCOM	12	1	0	2	0
C12.108	NCOM	7	1	1	0	0
C108.18	NCOM	10	3	0	3	3
C101.9	NCOM	12	1	0	0	0
C130.84	NCOM	12	1	0	0	0
C101.876	NCOM	12	1	0	0	1
